10,"Naruto (3-in-1 Edition), Vol. 1: Includes vols. 1, 2 & 3 - Naruto (3-in-1 Edition) 1 (Paperback)",Masashi Kishimoto,9.99,5,10,9781421539898.jpg,"12 years ago, the Village Hidden in the Leaves was attacked by a fearsome threat. A nine-tailed fox spirit claimed the life of the village leader, the Hokage, and many others. Today, th village is at peace and a troublemaking kid named Naruto is struggling to graduate from Ninja Academy. His goal may be to become the next Hokage, but his true destiny will be much more complicated. The adventure begins now!",600,234,7.54,
11,"Assassination Classroom, Vol. 1 - Assassination Classroom 1 (Paperback)",Yusei Matsui,6.99,1,10,9781421576077.jpg,"The students in Class 3-E of Kunugigaoka Junior High have a new teacher: an alien octopus with bizarre powers and unlimited strength, who's just destroyed the moon and is threatening to destroy the earth - unless they can kill him first!",192,755,1.3,
12,"One-Punch Man, Vol. 1 - One Punch Man 1 (Paperback)",One,6.99,1,10,9781421585642.jpg,"Nothing about Saitama passes the eyeball test when it comes to superheroes, from his lifeless expression to his bald head to his unimpressive physique. However, this average-looking guy has a not-so-average problem - he just can't seem to find an opponent strong enough to take on! Every time a promising villain appears, he beats the snot out of 'em with one punch! Can Saitama finally find an opponent who can go toe-to-toe with him and give his life some meaning? Or is he doomed to a life of superpowered boredom?",200,984,4.76,
13,"Komi Can't Communicate, Vol. 1 - Komi Can't Communicate 1 (Paperback)",Tomohito Oda,6.99,2,10,9781974707126.jpg,"The journey to 100 friends begins with a single conversation.Socially anxious high school student Shoko Komi's greatest dream is to make some friends, but everyone at school mistakes her crippling social anxiety for cool reserve! With the whole student body keeping their distance and Komi unable to utter a single word, friendship might be forever beyond her reach.Timid Tadano is a total wallflower, and that's just the way he likes it. But all that changes when he finds himself alone in a classroom on the first day of high school with the legendary Komi. He quickly realizes she isn't aloof-she's just super awkward. Now he's made it his mission to help her on her quest to make 100 friends!",192,2347,10,
14,"Demon Slayer: Kimetsu no Yaiba, Vol. 1 - Demon Slayer: Kimetsu no Yaiba 1 (Paperback)",Koyoharu Gotouge,6.99,4,10,9781974700523.jpg,"Tanjiro sets out on the path of the Demon Slayer to save his sister and avenge his family!In Taisho-era Japan, Tanjiro Kamado is a kindhearted boy who makes a living selling charcoal. But his peaceful life is shattered when a demon slaughters his entire family. His little sister Nezuko is the only survivor, but she has been transformed into a demon herself! Tanjiro sets out on a dangerous journey to find a way to return his sister to normal and destroy the demon who ruined his life.Learning to slay demons won't be easy, and Tanjiro barely knows where to start. The surprise appearance of another boy named Giyu, who seems to know what's going on, might provide some answers...but only if Tanjiro can stop Giyu from killing his sister first!Action-adventure title similar toInuYashathat pits samurai swords against demons.",192,210,6.78,
15,"My Hero Academia, Vol. 22 - My Hero Academia 22 (Paperback)",Kohei Horikoshi,6.99,3,10,9781974709656.jpg,"Midoriya inherits the superpower of the world's greatest hero, but greatness won't come easy.What would the world be like if 80 percent of the population manifested superpowers called ""Quirks""? Heroes and villains would be battling it out everywhere! Being a hero would mean learning to use your power, but where would you go to study? The Hero Academy of course! But what would you do if you were one of the 20 percent who were born Quirkless?In the third match of the joint battle training, the students of Class 1-A have their hands full dealing with the unexpected creativity of Class B's Quirk use. These matches give everyone a chance to reflect on exactly where they all stand in comparison to each other and on the events in their lives that have brought them to this point. Then it's time for Bakugo to show what he's learned...",200,3458,3.98,
16,"Death Note Black Edition, Vol. 2 - DEATH NOTE BLACK 2 (Paperback)",Tsugumi Ohba,9.99,5,10,9781421539652.jpg,"Light Yagami is an ace student with great prospects--and he's bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and now Light has vowed to use the power of the Death Note to rid the world of evil. But when criminals begin dropping dead, the authorities send the legendary detective L to track down the killer. With L hot on his heels, will Light lose sight of his noble goal...or his life?",400,2314,4.72,https://cdn.waterstones.com/bookjackets/large/9781/4215/9781421539652.jpg
17,"Uzumaki (3-in-1, Deluxe Edition): Includes vols. 1, 2 & 3 - Uzumaki (Hardback)",Junji Ito,17.99,5,10,9781421561325.jpg,"Kurozu-cho, a small fogbound town on the coast of Japan, is cursed. According to Shuichi Saito, the withdrawn boyfriend of teenager Kirie Goshima, their town is haunted not by a person or being but by a pattern: uzumaki, the spiral, the hypnotic secret shape of the world. It manifests itself in everything from seashells and whirlpools in water to the spiral marks on people's bodies, the insane obsessions of Shuichi's father and the voice from the cochlea in our inner ear. As the madness spreads, the inhabitants of Kurozu-cho are pulled ever deeper into a whirlpool from which there is no return!",648,123,8.32,https://cdn.waterstones.com/bookjackets/large/9781/4215/9781421561325.jpg
18,"Tokyo Ghoul: re, Vol. 15 - Tokyo Ghoul: re 15 (Paperback)",Sui Ishida,8.99,3,10,9781974704569.jpg,"In the world of Tokyo Ghoul, sometimes the only way to fight monsters is to become one...The Commission of Counter Ghoul is the only organization fighting the Ghoul menace, and they will use every tool at their disposal to protect humanity from its ultimate predator. Their newest weapon in this hidden war is an experimental procedure that implants human investigators with a Ghoul's Kagune, giving them Ghoul powers and abilities. But both the procedure and the newly formed Qs Squad are untested. Will they become heroes...or monsters?!Trapped within the body of the monster he unwittingly transformed into, Kaneki is forced to reexamine his past as he struggles to regain consciousness. Meanwhile, Touka manages to locate her husband within the bulk of the monster, but releasing Kaneki has unintended, terrifying consequences when an army of smaller monsters is awakened!",208,3445,6.98,https://cdn.waterstones.com/bookjackets/large/9781/9747/9781974704569.jpg
19,"Death Note Black Edition, Vol. 3 - DEATH NOTE BLACK 3 (Paperback)",Tsugumi Ohba,9.99,4,10,9781421539669.jpg,"Light Yagami is an ace student with great prospects - and he's bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and now Light has vowed to use the power of the Death Noteto rid the world of evil. But when criminals begin dropping dead, the authorities send the legendary detective L to track down the killer. With L hot on his heels, will Light lose sight of his noble goal...or his life?This contains volumes 5 & 6 of Death Note.",416,122,7.54,https://cdn.waterstones.com/bookjackets/large/9781/4215/9781421539669.jpg
20,"My Hero Academia, Vol. 20 - My Hero Academia 20 (Paperback)",Kohei Horikoshi,6.99,1,10,9781974707737.jpg,"Midoriya inherits the superpower of the world's greatest hero, but greatness won't come easy.What would the world be like if 80 percent of the population manifested superpowers called ""Quirks""? Heroes and villains would be battling it out everywhere! Being a hero would mean learning to use your power, but where would you go to study? The Hero Academy of course! But what would you do if you were one of the 20 percent who were born Quirkless?With All Might in retirement, Endeavor takes up the mantle of the number one hero, a position he's coveted for years. But now that he has it, he's not entirely comfortable with the responsibilities and risks that come with it-both heroes and villains are always gunning for number one. What does the future hold for Midoriya, and what do his dreams about One For All mean?",200,12,1.3,https://cdn.waterstones.com/bookjackets/large/9781/9747/9781974707737.jpg
21,"Tokyo Ghoul, Vol. 2 - Tokyo Ghoul 2 (Paperback)",Sui Ishida,8.99,1,10,9781421580371.jpg,"Ghouls live among us, the same as normal people in every way - except their craving for human flesh. Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers.Unable to discard his humanity but equally unable to suppress his Ghoul hunger, Ken finds salvation in the kindness of friendly Ghouls who teach him how to pass as human and eat flesh humanely. But recent upheavals in Ghoul society attract the police like wolves to prey, and they don't discriminate between conscientious and monstrous Ghouls.",208,123,4.76,https://cdn.waterstones.com/override/v1/large/9781/4215/9781421580371.jpg
22,"My Hero Academia, Vol. 21 - My Hero Academia 21 (Paperback)",Kohei Horikoshi,6.99,1,10,9781974709502.jpg,"Midoriya inherits the superpower of the world's greatest hero, but greatness won't come easy.What would the world be like if 80 percent of the population manifested superpowers called ""Quirks""? Heroes and villains would be battling it out everywhere! Being a hero would mean learning to use your power, but where would you go to study? The Hero Academy of course! But what would you do if you were one of the 20 percent who were born Quirkless?Class 1-A's joint battle training with Class B continues! Class 1-A get the first win in the best-of-five series of all-out Quirk battles, but after some feedback from the teachers, the students square off again for a second round, and real rivalries form.",200,43,10,https://cdn.waterstones.com/bookjackets/large/9781/9747/9781974709502.jpg
23,"Assassination Classroom, Vol. 2 - Assassination Classroom 2 (Paperback)",Yusei Matsui,6.99,1,10,9781421576084.jpg,"Ever caught yourself screaming, 'I could just kill that teacher'? What would it take to justify such antisocial behavior and weeks of detention? Especially if he's the best teacher you've ever had? Giving you an F on a quiz? Mispronouncing your name during roll call...again? How about blowing up the moon and threatening to do the same to Mother Earth - unless you take him out first? Plus a reward of a cool 100 million from the Ministry of Defense? Okay, now that you're committed... How are you going to pull this off? What does your pathetic class of misfits have at their disposal to combat Teach's alien technology, bizarre powers and...tentacles?!",200,654,6.78,https://cdn.waterstones.com/bookjackets/large/9781/4215/9781421576084.jpg
24,"Naruto (3-in-1 Edition), Vol. 2: Includes vols. 4, 5 & 6 - Naruto (3-in-1 Edition) 2 (Paperback)",Masashi Kishimoto,9.99,1,10,9781421539904.jpg,"Containing volumes 4, 5 and 6 of Naruto. In the Land of Waves, Naruto and his teammates Sakura and Sasuke, along with their sensei Kakashi, struggle to protect the bridge builder Tazuna and his family from Gato's hired thugs. When one of Naruto's friends falls in battle, Naruto is faced with the most difficult choice of his life. How far will he go to protect his friends? And does he have what it takes to be a hero?",600,234,3.98,https://cdn.waterstones.com/bookjackets/large/9781/4215/9781421539904.jpg
25,Smashed: Junji Ito Story Collection - Smashed: Junji Ito Story Collection (Hardback),Junji Ito,15.99,2,10,9781421598468.jpg,"Thirteen chilling nightmares, presented by the master of horror.Try not to be noticed when you eat the secret nectar, otherwise you'll getsmashed... What horrific events happened to create theearthbound-people tied to a certain place for the rest of their short lives? Then, a strange haunted house comes to town, but no one expects it to lead to a real hell... Welcome to Junji Ito's world, a world with no escape from endless nightmares.",416,755,4.72,https://cdn.waterstones.com/bookjackets/large/9781/4215/9781421598468.jpg
26,"My Hero Academia, Vol. 6 - My Hero Academia 6 (Paperback)",Kohei Horikoshi,6.99,2,10,9781421588667.jpg,"What would the world be like if 80 percent of the population manifested superpowers called ""Quirks""? Heroes and villains would be battling it out everywhere! Being a hero would mean learning to use your power, but where would you go to study? The Hero Academy of course! But what would you do if you were one of the 20 percent who were born Quirkless? In the aftermath of the sports festival, the class 1-A students begin their internships. Midoriya goes to study under Gran Torino, who was once All Might's mentor. Gran Torino appears to be a washed-up nutjob, but the old hero still has more moves than a football team, and Midoriya has a lot to learn! Elsewhere, the League of Villains enacts another sinister plot and unleashes a terrifying new enemy!",192,984,8.32,https://cdn.waterstones.com/bookjackets/large/9781/4215/9781421588667.jpg
27,"JoJo's Bizarre Adventure: Part 1--Phantom Blood, Vol. 1 - JoJo's Bizarre Adventure: Part 1--Phanto 1 (Hardback)",Hirohiko Araki,12.99,1,10,9781421578798.jpg,"The legendary Shonen Jump series, now available in English for the first time, in a deluxe edition featuring color pages and newly drawn cover art! JoJo's Bizarre Adventure is a groundbreaking manga famous for its outlandish characters, wild humor and frenetic battles. A multigenerational tale of the heroic Joestar family and their never-ending battle against evil!Young Jonathan Joestar's life is forever changed when he meets his new adopted brother, Dio. For some reason, Dio has a smoldering grudge against him and derives pleasure from seeing him suffer. But every man has his limits, as Dio finds out. This is the beginning of a long and hateful relationship!",255,2347,6.98,https://cdn.waterstones.com/bookjackets/large/9781/4215/9781421578798.jpg
28,"Dragon Ball Super, Vol. 1 - Dragon Ball Super 1 (Paperback)",Akira Toriyama,6.99,2,10,9781421592541.jpg,"Ever since Goku became Earth's greatest hero and gathered the seven Dragon Balls to defeat the evil Boo, his life on Earth has grown a little dull. But new threats loom overhead, and Goku and his friends will have to defend the planet once again in this continuation of Akira Toriyama's best-selling series,Dragon Ball! Having defeated Boo, Goku is starting to get bored with his life on Earth. His wife, Chi-chi, wants him to get a job, but all he wants to do is train and fight stronger enemies. Elsewhere in the universe, the God of Destruction, Beerus, and his attendant Whis are traveling from planet to planet in search of food and entertainment. After blowing up some hapless victims, Beerus is reminded of a man from his dreams with the moniker ""Super Saiyan God,"" or something like that... The God of Destruction sets his sights on Earth to track down this mysterious man! Maybe this will give Goku something to do?",192,210,7.54,https://cdn.waterstones.com/bookjackets/large/9781/4215/9781421592541.jpg
29,"My Hero Academia, Vol. 15 - My Hero Academia 15 (Paperback)",Kohei Horikoshi,6.99,3,10,9781974701001.jpg,"Midoriya inherits the superpower of the world's greatest hero, but greatness won't come easy.What would the world be like if 80 percent of the population manifested superpowers called ""Quirks""? Heroes and villains would be battling it out everywhere! Being a hero would mean learning to use your power, but where would you go to study? The Hero Academy of course! But what would you do if you were one of the 20 percent who were born Quirkless?A new and sinister enemy appears in the form of Chisaki Kai, the young leader of the Hassaikai yakuza gang. Looking to fill the power vacuum left by All For One, Chisaki makes contact with the League of Villains to gain possible support. When a chance run-in with a scared little girl brings Midoriya and his mentor Mirio face-to-face with Chisaki, none of them have any idea how much their lives are about to change...",192,3458,1.3,https://cdn.waterstones.com/bookjackets/large/9781/9747/9781974701001.jpg
30,"Blue Exorcist, Vol. 1 - Blue Exorcist 1 (Paperback)",Kazue Kato,6.99,4,10,9781421540320.jpg,"Raised by Father Fujimoto, a famous exorcist, Rin Okumura never knew his real father. One day a fateful argument with Father Fujimoto forces Rin to face a terrible truth - the blood of the demon lord Satan runs in Rin's veins! Rin swears to defeat Satan, but doing that means entering the mysterious True Cross Academy and becoming an exorcist himself. Can Rin fight demons and keep his infernal bloodline a secret? It won't be easy, especially when drawing his father's sword releases the demonic power within him!",202,2314,4.76,https://cdn.waterstones.com/bookjackets/large/9781/4215/9781421540320.jpg
31,"One Piece (Omnibus Edition), Vol. 1: Includes vols. 1, 2 & 3 - One Piece (Omnibus Edition) 1 (Paperback)",Eiichiro Oda,9.99,3,10,9781421536255.jpg,"High jinx on the high seas! As a child, Monkey D. Luffy dreamed of becoming the King of the Pirates. But his life changed when he accidentally gained the power to stretch like rubber...at the cost of never being able to swim again! Now Luffy, with the help of a motley collection of pirate wannabes, is setting off in search of the 'One Piece,' said to be the greatest treasure in the world! With all the Officer Agents defeated, only Crocodile and his final plan to destroy the palace stands in the way of peace. While Luffy battles it out with the evil Croc in the royal tombs, Vivi and the rest of the Straw Hats have to find the bomb before it blows up the capital - with everyone in it!",600,123,10,https://cdn.waterstones.com/bookjackets/large/9781/4215/9781421536255.jpg
32,"Blue Exorcist, Vol. 2 - Blue Exorcist 2 (Paperback)",Kazue Kato,6.99,3,10,9781421540337.jpg,"Raised by Father Fujimoto, a famous exorcist, Rin Okumura never knew his real father. One day a fateful argument with Father Fujimoto forces Rin to face a terrible truth - the blood of the demon lord Satan runs in Rin's veins! Rin swears to defeat Satan, but doing that means entering the mysterious True Cross Academy and becoming an exorcist himself. Can Rin fight demons and keep his infernal bloodline a secret? It won't be easy, especially when drawing his father's sword releases the demonic power within him!",210,3445,6.78,https://cdn.waterstones.com/bookjackets/large/9781/4215/9781421540337.jpg
33,"Haikyu!!, Vol. 1 - Haikyu!! 1 (Paperback)",Haruichi Furudate,6.99,5,10,9781421587660.jpg,"Ever since he saw the legendary player known as the 'Little Giant"" compete at the national volleyball finals, Shoyo Hinata has been aiming to be the best volleyball player ever! He decides to join the team at the high school the Little Giant went to-and then surpass him. Who says you need to be tall to play volleyball when you can jump higher than anyone else?After losing his first and last volleyball match against Tobio Kageyama, the King of the Court, Shoyo Hinata swears to become his rival after graduating middle school. But what happens when the guy who is supposed to be his rival ends up being his teammate?!",192,122,3.98,https://cdn.waterstones.com/bookjackets/large/9781/4215/9781421587660.jpg
34,"My Hero Academia, Vol. 17 - My Hero Academia 17 (Paperback)",Kohei Horikoshi,6.99,1,10,9781974702565.jpg,"Midoriya inherits the superpower of the world's greatest hero, but greatness won't come easy.What would the world be like if 80 percent of the population manifested superpowers called ""Quirks""? Heroes and villains would be battling it out everywhere! Being a hero would mean learning to use your power, but where would you go to study? The Hero Academy of course! But what would you do if you were one of the 20 percent who were born Quirkless?The raid on the Hassaikai gang is in full swing, and the heroes plunge into the darkness toward their ultimate confrontation. Lemillion engages Overhaul in an attempt to rescue Eri, and the battle reaches a new level of intensity. Midoriya is desperate to help his mentor, but what fate has Nighteye foreseen for them all in this clash? And does the key to Midoriya's survival lie in Eri herself?",192,12,4.72,https://cdn.waterstones.com/bookjackets/large/9781/9747/9781974702565.jpg
35,The Legend of Zelda: Ocarina of Time -Legendary Edition- - The Legend of Zelda: Legendary Edition (Paperback),Akira Himekawa,12.99,1,10,9781421589596.jpg,"A young boy named Link must defeat evil at every turn on his long, perilous quest to find the Triforce and deliver it to Princess Zelda! The Legend of Zelda: Legendary Edition contains two volumes of the beloved The Legend of Zelda manga series, presented in a deluxe format featuring new covers and color art pieces by Akira Himekawa. The battle for Hyrule and the Sacred Realm has begun! A young boy named Link must defeat evil on his long, perilous quest to find the spiritual stones that hold the key to the Triforce, and deliver them to Zelda, princess of the land of Hyrule. In the mystical land of Hyrule, three spiritual stones hold the key to the Triforce, and whoever holds them will control the world. A boy named Link sets out on a quest to deliver the Emerald, the spiritual stone of the forest, to Zelda, princess of the land of Hyrule. The journey will be long and perilous, and Link will need all his skill and courage to defeat evil. The battle for Hyrule and the Sacred Realm has begun!",378,123,8.32,https://cdn.waterstones.com/bookjackets/large/9781/4215/9781421589596.jpg
36,"JoJo's Bizarre Adventure: Part 4--Diamond Is Unbreakable, Vol. 4 - JoJo's Bizarre Adventure: Part 4--Diamon 4 (Hardback)",Hirohiko Araki,12.99,2,10,9781974708109.jpg,"A multigenerational tale of the heroic Joestar family and their never-ending battle against evil!The legendary Shonen Jump series is now available in deluxe hardcover editions featuring color pages! JoJo's Bizarre Adventure is a groundbreaking manga famous for its outlandish characters, wild humor and frenetic battles.Rohan Kishibe is a madman! The incredibly talented comics artist is not just a popular mangaka but also a Stand user! What's the secret of Rohan's Stand? And will Koichi Hirose survive his encounter with Rohan, or will Josuke Higashikata and Shining Diamond have to figure out some way to save the day once again?",394,43,6.98,https://cdn.waterstones.com/bookjackets/large/9781/9747/9781974708109.jpg
37,"My Hero Academia, Vol. 7 - My Hero Academia 7 (Paperback)",Kohei Horikoshi,6.99,4,10,9781421590400.jpg,"What would the world be like if 80 percent of the population manifested superpowers called ""Quirks""? Heroes and villains would be battling it out everywhere! Being a hero would mean learning to use your power, but where would you go to study? The Hero Academy of course! But what would you do if you were one of the 20 percent who were born Quirkless? Midoriya has learned a few tricks from Gran Torino, but some things just have to be experienced to be understood. Even though he's not ready, when the League of Villains attacks in the town of Hosu, Midoriya rushes to help Ida, who is engaged in a life-or-death struggle with Hero Killer Stain. Stain has some very particular ideas about heroes and their place in society-and he means to purge every hero he can find!",192,654,7.54,https://cdn.waterstones.com/bookjackets/large/9781/4215/9781421590400.jpg
38,"Komi Can't Communicate, Vol. 5 - Komi Can't Communicate 5 (Paperback)",Tomohito Oda,6.99,3,10,9781974707164.jpg,"The journey to 100 friends begins with a single conversation.Socially anxious high school student Shoko Komi's greatest dream is to make some friends, but everyone at school mistakes her crippling social anxiety for cool reserve. Luckily she meets Tadano, a timid wallflower who decides to step out of his comfort zone in order to help her achieve her goal of making 100 friends.Komi's friendship quest just hit its first major obstacle-the green-eyed monster! Tadano and a girl named Onemine have been hanging out a lot lately, and Komi doesn't know how to deal with her sudden flood of jealousy. She can't explain what's wrong, so she ends up spying on them from the shadows. Will her creepy peeping lose her a chance at a new friend and push Tadano away?",192,234,1.3,https://cdn.waterstones.com/bookjackets/large/9781/9747/9781974707164.jpg
39,"Death Note Black Edition, Vol. 4 - DEATH NOTE BLACK 4 (Paperback)",Tsugumi Ohba,9.99,5,10,9781421539676.jpg,"Contains Volumes 7 and 8 of Death Note. Light Yagami is an ace student with great prospects - and he's bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and now Light has vowed to use the power of the Death Note to rid the world of evil. Will Light's noble goal succeed, or will the Death Note turn him into the very thing he fights against?",416,755,4.76,https://cdn.waterstones.com/bookjackets/large/9781/4215/9781421539676.jpg
40,"Black Butler, Vol. 1 (Paperback)",Yana Toboso,9.99,5,10,9780316080842.jpg,"Just a stone's throw from London lies the manor house of the illustrious Phantomhive earldom, its master one Ciel Phantomhive. Earl Phantomhive is a giant in the world of commerce, Queen Victoria's faithful servant . . . and a slip of a twelve-year old bo",192,984,10,https://cdn.waterstones.com/bookjackets/large/9780/3160/9780316080842.jpg
41,"My Hero Academia, Vol. 19 - My Hero Academia 19 (Paperback)",Kohei Horikoshi,6.99,3,10,9781974704606.jpg,"Midoriya inherits the superpower of the world's greatest hero, but greatness won't come easy.What would the world be like if 80 percent of the population manifested superpowers called ""Quirks""? Heroes and villains would be battling it out everywhere! Being a hero would mean learning to use your power, but where would you go to study? The Hero Academy of course! But what would you do if you were one of the 20 percent who were born Quirkless?In the wake of tragedy, Class 1-A prepares for the upcoming culture festival. While the students are busy planning for success, other forces are at work with their own agendas, and Midoriya, amid the preparations, continues to train with All Might. But when he runs into the failed hero Gentle Criminal, what lesson will he learn?",192,2347,6.78,https://cdn.waterstones.com/bookjackets/large/9781/9747/9781974704606.jpg
